chr,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockSizes,blockStarts,geneID,ReadsCount.input,ReadsCount.IP,log2FoldChange,pvalue,padj
chr3,112724141,112727032,peak_1780,715.5391635,-,112724141,112727032,0,2,"710,15","0,2876",C3orf17,354,3901,3.473854415,3.41E-217,3.99E-216
chr3,50596730,50598359,peak_1781,252.4310555,-,50596730,50598359,0,1,1629,0,C3orf18,270,2104,2.613007564,2.66E-77,1.02E-76
chr3,14711572,14712981,peak_1782,289.313073,+,14711572,14712981,0,2,"21,579","0,830",C3orf19,212,1908,3.064248127,1.86E-88,8.09E-88
chr3,44379685,44379992,peak_1783,36.88064452,+,44379685,44379992,0,1,307,0,C3orf23,62,391,2.068676502,6.45E-12,7.90E-12
chr3,44449019,44449244,peak_1784,83.30099352,+,44449019,44449244,0,1,225,0,C3orf23,153,651,2.232490381,4.61E-26,8.39E-26
chr3,8661310,8661385,peak_1785,28.74567976,-,8661310,8661385,0,1,75,0,C3orf32,6,129,4.171709786,2.02E-09,2.22E-09
chr3,155481400,155481500,peak_1786,26.488304,-,155481400,155481500,0,1,100,0,C3orf33,6,104,4.029676957,9.97E-09,1.06E-08
chr3,88205185,88205860,peak_1787,476.2582467,+,88205185,88205860,0,1,675,0,C3orf38,191,2536,3.753297961,6.01E-145,4.29E-144
chr3,88205960,88206110,peak_1788,47.11792628,+,88205960,88206110,0,1,150,0,C3orf38,12,209,4.086357792,4.80E-15,6.55E-15
chr3,43121553,43122253,peak_1789,320.7130503,-,43121553,43122253,0,1,700,0,C3orf39,397,3038,2.499332005,6.01E-98,2.86E-97
chr3,43120878,43121403,peak_1790,254.5798561,-,43120878,43121403,0,1,525,0,C3orf39,110,1610,3.597347527,5.95E-78,2.31E-77
chr3,50325236,50325536,peak_1791,124.0669056,+,50325236,50325536,0,1,300,0,C3orf45,219,1181,2.246803315,1.95E-38,4.49E-38
chr3,143704429,143708892,peak_1792,254.4120141,+,143704429,143708892,0,1,4463,0,C3orf58,153,1408,3.276389698,6.69E-78,2.60E-77
chr3,48955570,48955720,peak_1793,33.75289686,-,48955570,48955720,0,1,150,0,C3orf71,15,176,3.319121524,5.86E-11,6.91E-11
chr3,138669505,138669780,peak_1794,89.28379208,+,138669505,138669780,0,1,275,0,C3orf72,182,922,2.063822425,7.02E-28,1.33E-27
chr3,138669830,138669930,peak_1795,48.59404421,+,138669830,138669930,0,1,100,0,C3orf72,55,381,2.51889504,1.70E-15,2.35E-15
chr3,47537204,47537604,peak_1796,203.1117275,-,47537204,47537604,0,1,400,0,C3orf75,415,2069,2.178818895,2.21E-62,7.20E-62
chr4,113540568,113540743,peak_1797,40.29915129,-,113540568,113540743,0,1,175,0,C4orf21,23,219,3.134128751,5.79E-13,7.39E-13
chr4,113539168,113539618,peak_1798,81.16665947,-,113539168,113539618,0,1,450,0,C4orf21,62,462,2.972043525,2.05E-25,3.68E-25
chr4,113508483,113508783,peak_1799,66.92889228,-,113508483,113508783,0,1,300,0,C4orf21,29,346,3.532348325,4.39E-21,7.12E-21
chr4,128949662,128949887,peak_1800,58.21713023,+,128949662,128949887,0,1,225,0,C4orf29,72,418,2.484873187,1.97E-18,2.98E-18
chr4,120221629,120221679,peak_1801,24.86614698,-,120221629,120221679,0,1,50,0,C4orf3,87,346,1.584157486,3.14E-08,3.27E-08
chr4,120221529,120221579,peak_1802,36.44611487,-,120221529,120221579,0,1,50,0,C4orf3,104,403,1.797013525,8.76E-12,1.07E-11
chr4,120219773,120219898,peak_1803,45.1206065,-,120219773,120219898,0,1,125,0,C4orf3,128,458,1.900458462,1.96E-14,2.61E-14
chr4,113066877,113108111,peak_1804,70.57711674,+,113066877,113108111,0,2,"12,263","0,40971",C4orf32,63,463,2.75234224,3.41E-22,5.68E-22
chr4,1244290,1245015,peak_1805,170.537081,+,1244290,1245015,0,1,725,0,C4orf42,239,1661,2.372925528,1.62E-52,4.60E-52
chr4,1245190,1245765,peak_1806,348.2666297,+,1245190,1245765,0,1,575,0,C4orf42,202,2334,3.218503491,2.82E-106,1.45E-105
chr4,164415772,164415847,peak_1807,27.62981032,+,164415772,164415847,0,1,75,0,C4orf43,143,536,1.364643706,4.44E-09,4.82E-09
chr4,164438591,164440748,peak_1808,115.73585,+,164438591,164440748,0,2,"37,263","0,1894",C4orf43,272,1082,2.050401782,6.54E-36,1.45E-35
chr4,159590680,159592777,peak_1809,84.34739136,-,159590680,159592777,0,2,"240,10","0,2087",C4orf46,183,799,2.056102281,2.22E-26,4.06E-26
chr4,25930787,25931437,peak_1810,403.6890629,+,25930787,25931437,0,1,650,0,C4orf52,208,2220,3.423950822,5.07E-123,3.00E-122
chr9,123714663,123714888,peak_1811,56.60935458,-,123714663,123714888,0,1,225,0,C5,85,426,2.321951541,6.11E-18,9.10E-18
chr19,47823786,47823986,peak_1812,26.40415697,+,47823786,47823986,0,1,200,0,C5AR1,0,172,8.525274853,1.06E-08,1.13E-08
chr5,133295200,133304175,peak_1813,892.191006,-,133295200,133304175,0,2,"511,39","0,8936",C5orf15,714,5958,2.973263761,1.65E-270,2.65E-269
chr5,31535971,31538762,peak_1814,505.1740614,+,31535971,31538762,0,2,"29,396","0,2395",C5orf22,637,3801,2.57832523,1.12E-153,8.46E-153
chr5,134181799,134191084,peak_1815,719.8989221,+,134181799,134191084,0,2,"103,497","0,8788",C5orf24,1031,6723,2.4210781,1.64E-218,1.94E-217
chr5,134192884,134193284,peak_1816,329.2722261,+,134192884,134193284,0,1,400,0,C5orf24,206,1795,3.229110199,1.55E-100,7.57E-100
chr5,175722036,175722136,peak_1817,23.15074356,+,175722036,175722136,0,1,100,0,C5orf25,17,151,2.672315767,1.05E-07,1.07E-07
chr5,175772257,175772632,peak_1818,95.6998069,+,175772257,175772632,0,1,375,0,C5orf25,111,713,2.607549479,7.89E-30,1.55E-29
chr5,95188135,95188335,peak_1819,63.85681451,+,95188135,95188335,0,1,200,0,C5orf27,110,600,2.170860479,3.78E-20,5.99E-20
chr5,43446328,43483992,peak_1820,597.2737011,-,43446328,43483992,0,3,"331,386,69","0,7431,37595",C5orf28,297,3423,3.473944004,1.72E-181,1.59E-180
chr5,102601677,102612526,peak_1821,Inf,+,102601677,102612526,0,2,"21,929","0,9920",C5orf30,479,5942,3.556568968,0,0
chr5,43506100,43506475,peak_1822,226.4542709,-,43506100,43506475,0,1,375,0,C5orf34,232,1546,2.724931524,1.92E-69,6.77E-69
chr5,43039906,43040106,peak_1823,69.05441126,-,43039906,43040106,0,1,200,0,C5orf39,24,424,3.710888991,9.91E-22,1.63E-21
chr5,43039606,43039806,peak_1824,45.30955689,-,43039606,43039806,0,1,200,0,C5orf39,10,272,4.16603743,1.71E-14,2.29E-14
chr5,172517463,172518238,peak_1825,180.0610146,+,172517463,172518238,0,1,775,0,C5orf41,111,1066,3.186729712,2.11E-55,6.26E-55
chr5,37226953,37227003,peak_1826,27.72241,-,37226953,37227003,0,1,50,0,C5orf42,57,221,2.001698532,4.16E-09,4.52E-09
chr5,37167280,37169657,peak_1827,594.6638421,-,37167280,37169657,0,2,"35,765","0,1612",C5orf42,578,4135,2.818031651,1.06E-180,9.74E-180
chr5,37107554,37107854,peak_1828,57.41527546,-,37107554,37107854,0,1,300,0,C5orf42,56,385,2.657128504,3.47E-18,5.20E-18
chr5,60455535,60456973,peak_1829,334.0618922,-,60455535,60456973,0,2,"491,59","0,1379",C5orf43,236,2014,3.108238886,5.54E-102,2.74E-101
chr5,64920632,64920682,peak_1830,33.30845004,+,64920632,64920682,0,1,50,0,C5orf44,20,177,3.012966112,8.03E-11,9.40E-11
chr5,64925518,64925968,peak_1831,95.39268338,+,64925518,64925968,0,1,450,0,C5orf44,30,468,3.932902672,9.79E-30,1.92E-29
chr5,179264365,179264840,peak_1832,159.4492623,-,179264365,179264840,0,1,475,0,C5orf45,275,1641,2.203503351,3.68E-49,1.00E-48
chr5,41917141,41917616,peak_1833,170.0960091,+,41917141,41917616,0,1,475,0,C5orf51,224,1226,2.517972686,2.20E-52,6.25E-52
chr5,41918466,41918516,peak_1834,33.03487528,+,41918466,41918516,0,1,50,0,C5orf51,151,452,1.521351366,9.74E-11,1.14E-10
chr5,159822254,159822479,peak_1835,63.60632181,-,159822254,159822479,0,1,225,0,C5orf54,33,345,3.277536338,4.51E-20,7.12E-20
chr5,159821729,159821829,peak_1836,30.18481261,-,159821729,159821829,0,1,100,0,C5orf54,13,144,3.322853011,7.29E-10,8.19E-10
chr5,159820729,159821129,peak_1837,79.33093426,-,159820729,159821129,0,1,400,0,C5orf54,28,373,3.773544745,7.43E-25,1.32E-24
chr5,442617,443042,peak_1838,96.01172461,-,442617,443042,0,1,425,0,C5orf55,151,1021,2.213390367,6.35E-30,1.25E-29
chr5,441942,442117,peak_1839,34.16020957,-,441942,442117,0,1,175,0,C5orf55,27,188,2.777929204,4.40E-11,5.21E-11
chr5,150175139,150175189,peak_1840,24.67319839,+,150175139,150175189,0,1,50,0,C5orf62,12,137,3.076295406,3.59E-08,3.74E-08
chr5,150175214,150175389,peak_1841,48.03915978,+,150175214,150175389,0,1,175,0,C5orf62,8,246,4.644749763,2.51E-15,3.46E-15
chr6,34557965,34574644,peak_1842,Inf,-,34557965,34574644,0,2,"412,313","0,16366",C6orf106,929,7361,2.91850778,0,0
chr6,170102706,170102806,peak_1843,30.48899906,+,170102706,170102806,0,1,100,0,C6orf120,152,584,1.377841196,5.87E-10,6.64E-10
chr6,170102956,170103806,peak_1844,546.0775767,+,170102956,170103806,0,1,850,0,C6orf120,454,3634,2.948789341,4.95E-166,4.11E-165
chr6,170104456,170104556,peak_1845,47.39313613,+,170104456,170104556,0,1,100,0,C6orf120,60,370,2.528702596,3.96E-15,5.41E-15
chr6,170104606,170104681,peak_1846,33.98340358,+,170104606,170104681,0,1,75,0,C6orf120,34,212,2.615814121,4.98E-11,5.89E-11
chr6,41034805,41035030,peak_1847,89.40822671,-,41034805,41035030,0,1,225,0,C6orf130,143,748,2.322780985,6.43E-28,1.22E-27
chr6,74019809,74019884,peak_1848,32.51965933,-,74019809,74019884,0,1,75,0,"C6orf147,KHDC1",20,228,2.898364208,1.40E-10,1.62E-10
chr6,74019684,74019759,peak_1849,32.90442264,-,74019684,74019759,0,1,75,0,"C6orf147,KHDC1",43,293,2.302878134,1.07E-10,1.24E-10
chr6,74019584,74019634,peak_1850,26.5622328,-,74019584,74019634,0,1,50,0,"C6orf147,KHDC1",49,290,1.963076345,9.46E-09,1.01E-08
chr6,88049884,88049934,peak_1851,38.52809199,+,88049884,88049934,0,1,50,0,C6orf162,166,515,1.594621142,2.02E-12,2.52E-12
chr6,107349731,107365503,peak_1852,337.2181557,+,107349731,107365503,0,4,"270,83,482,40","0,1497,11221,15732",C6orf203,182,1972,3.361893516,6.15E-103,3.07E-102
chr6,43970521,43971196,peak_1853,163.7621896,+,43970521,43971196,0,1,675,0,C6orf223,297,1901,2.134904718,1.82E-50,5.04E-50
chr6,42858102,42858152,peak_1854,24.44635803,-,42858102,42858152,0,1,50,0,C6orf226,6,114,3.858707013,4.22E-08,4.37E-08
chr6,11134703,11135228,peak_1855,269.7172793,+,11134703,11135228,0,1,525,0,C6orf228,223,1699,2.931991995,1.57E-82,6.41E-82
chr6,11135453,11136053,peak_1856,543.1899117,+,11135453,11136053,0,1,600,0,C6orf228,418,3412,3.049272964,3.70E-165,3.04E-164
chr6,24706014,24706439,peak_1857,212.1441796,-,24706014,24706439,0,1,425,0,C6orf62,570,2191,1.968394478,4.12E-65,1.37E-64
chr6,149903660,149912058,peak_1858,161.4209107,+,149903660,149912058,0,2,"79,196","0,8202",C6orf72,180,1123,2.668272632,9.31E-50,2.56E-49
chr6,36867261,36867336,peak_1859,50.79679341,+,36867261,36867336,0,1,75,0,C6orf89,231,726,1.559989505,3.62E-16,5.11E-16
chr6,36887394,36891739,peak_1860,Inf,+,36887394,36891739,0,2,"83,617","0,3728",C6orf89,558,7025,3.515451417,0,0
chr6,36892489,36892914,peak_1861,257.5003912,+,36892489,36892914,0,1,425,0,C6orf89,151,1566,3.299153043,7.79E-79,3.05E-78
chr7,40172466,40172741,peak_1862,211.5812824,-,40172466,40172741,0,1,275,0,C7orf11,438,1864,2.206390857,6.09E-65,2.03E-64
chr7,156432159,156432684,peak_1863,163.6411725,-,156432159,156432684,0,1,525,0,C7orf13,100,1106,3.147258363,1.98E-50,5.48E-50
chr7,156431784,156431834,peak_1864,25.40842287,-,156431784,156431834,0,1,50,0,C7orf13,11,121,3.255146364,2.14E-08,2.25E-08
chr7,156431584,156431759,peak_1865,39.19371734,-,156431584,156431759,0,1,175,0,C7orf13,21,216,3.168474045,1.26E-12,1.59E-12
chr7,42949146,42949996,peak_1866,383.2511896,-,42949146,42949996,0,1,850,0,C7orf25,300,2451,2.971546292,7.57E-117,4.26E-116
chr7,6634076,6639929,peak_1867,473.039705,+,6634076,6639929,0,2,"155,470","0,5383",C7orf26,390,3558,2.900249261,5.64E-144,3.99E-143
chr7,150027087,150027462,peak_1868,81.29338112,+,150027087,150027462,0,1,375,0,C7orf29,45,589,3.140132679,1.88E-25,3.37E-25
chr7,150027562,150027612,peak_1869,21.02643054,+,150027562,150027612,0,1,50,0,C7orf29,8,127,3.208822294,4.64E-07,4.68E-07
chr7,150027662,150027837,peak_1870,37.21451544,+,150027662,150027837,0,1,175,0,C7orf29,21,250,3.029640416,5.10E-12,6.27E-12
chr7,150027862,150027912,peak_1871,22.52293127,+,150027862,150027912,0,1,50,0,C7orf29,13,147,2.834367862,1.63E-07,1.66E-07
chr7,150028112,150028462,peak_1872,109.7608371,+,150028112,150028462,0,1,350,0,C7orf29,63,740,3.167388258,4.26E-34,9.09E-34
chr7,25175590,25176215,peak_1873,205.8682871,-,25175590,25176215,0,1,625,0,C7orf31,98,1091,3.491608348,3.25E-63,1.07E-62
chr7,66416103,66421050,peak_1874,Inf,+,66416103,66421050,0,3,"19,144,562","0,2109,4385",C7orf42,598,6247,3.368925557,0,0
chr7,134851606,134854193,peak_1875,152.5708522,-,134851606,134854193,0,4,"17,76,312,20","0,877,1894,2567",C7orf49,407,1795,1.907809808,4.47E-47,1.18E-46
chr7,134850531,134851581,peak_1876,Inf,-,134850531,134851581,0,1,1050,0,C7orf49,719,8631,3.346956717,0,0
chr7,1036872,1037147,peak_1877,116.9227726,-,1036872,1037147,0,1,275,0,C7orf50,582,2316,1.462678939,2.86E-36,6.35E-36
chr7,6370039,6388276,peak_1878,549.1835179,-,6370039,6388276,0,2,"827,73","0,18164",C7orf70,514,4430,2.862483886,5.70E-167,4.78E-166
chr7,135347220,135359212,peak_1879,571.1671837,+,135347220,135359212,0,3,"122,54,374","0,10280,11618",C7orf73,888,4924,2.395406571,1.32E-173,1.15E-172
chr8,96259665,96259990,peak_1880,85.37918336,-,96259665,96259990,0,1,325,0,C8orf37,74,537,2.868855254,1.08E-26,1.99E-26
chr8,40010986,40011961,peak_1881,Inf,+,40010986,40011961,0,1,975,0,C8orf4,2315,22527,3.245589018,0,0
chr8,42397247,42397497,peak_1882,63.84646515,+,42397247,42397497,0,1,250,0,C8orf40,159,645,1.943022896,3.81E-20,6.03E-20
chr8,144450242,144450292,peak_1883,27.65345507,-,144450242,144450292,0,1,50,0,C8orf51,10,137,3.472934022,4.37E-09,4.74E-09
chr8,144450067,144450142,peak_1884,33.63006781,-,144450067,144450142,0,1,75,0,C8orf51,12,203,3.466730242,6.40E-11,7.52E-11
chr8,144449017,144449167,peak_1885,25.20064255,-,144449017,144449167,0,1,150,0,C8orf51,0,130,8.337356389,2.48E-08,2.59E-08
chr8,143816861,143816911,peak_1886,26.55914837,+,143816861,143816911,0,1,50,0,C8orf55,114,463,1.455707819,9.48E-09,1.01E-08
chr8,22460851,22461662,peak_1887,388.4580059,+,22460851,22461662,0,1,811,0,C8orf58,180,2300,3.523965557,2.03E-118,1.15E-117
chr8,124279520,124279620,peak_1888,23.56158818,-,124279520,124279620,0,1,100,0,"C8orf76,ZHX1,ZHX1-C8ORF76",41,199,2.051923736,7.86E-08,8.08E-08
chr8,124238828,124243945,peak_1889,143.0914965,-,124238828,124243945,0,2,"44,406","0,4711","C8orf76,ZHX1,ZHX1-C8ORF76",208,1142,2.408657938,3.33E-44,8.42E-44
chr8,145751753,145751928,peak_1890,40.05196908,-,145751753,145751928,0,1,175,0,"C8orf82,LRRC24",120,554,1.704160048,6.90E-13,8.77E-13
chr8,145748535,145748760,peak_1891,52.44416325,-,145748535,145748760,0,1,225,0,"C8orf82,LRRC24",55,463,2.488072273,1.14E-16,1.63E-16
chr8,145747960,145748085,peak_1892,32.93146454,-,145747960,145748085,0,1,125,0,"C8orf82,LRRC24",32,274,2.48729165,1.05E-10,1.22E-10
chr9,35661465,35661915,peak_1893,113.9176809,-,35661465,35661915,0,1,450,0,C9orf100,122,812,2.683930375,2.33E-35,5.10E-35
chr9,35660690,35661140,peak_1894,224.3496081,-,35660690,35661140,0,1,450,0,C9orf100,294,1953,2.471748398,8.34E-69,2.91E-68
chr9,35660365,35660465,peak_1895,34.75582646,-,35660365,35660465,0,1,100,0,C9orf100,38,252,2.471737378,2.89E-11,3.45E-11
chr9,98643308,98660188,peak_1896,97.15619579,+,98643308,98660188,0,2,"267,58","0,16822",C9orf102,52,506,3.314321749,2.85E-30,5.66E-30
chr9,131584829,131585029,peak_1897,65.38194462,-,131584829,131585029,0,1,200,0,C9orf114,315,1266,1.493875228,1.30E-20,2.08E-20
chr9,131583704,131584654,peak_1898,285.5849463,-,131583704,131584654,0,1,950,0,C9orf114,327,2588,2.548746805,2.50E-87,1.07E-86
chr9,138387100,138387200,peak_1899,35.24782243,-,138387100,138387200,0,1,100,0,C9orf116,59,295,2.144333548,2.04E-11,2.45E-11
chr9,130474526,130475010,peak_1900,29.99368143,+,130474526,130475010,0,2,"102,23","0,461",C9orf117,21,207,2.768358502,8.34E-10,9.35E-10
chr9,130475404,130476303,peak_1901,62.78569128,+,130475404,130476303,0,2,"81,191","0,708",C9orf117,35,425,3.255528528,8.02E-20,1.26E-19
chr9,7799663,7799799,peak_1902,41.39566417,-,7799663,7799799,0,1,136,0,C9orf123,220,828,1.371823881,2.68E-13,3.46E-13
chr9,7798265,7799463,peak_1903,576.0255498,-,7798265,7799463,0,2,"372,3","0,1195",C9orf123,1002,5035,2.309605331,4.50E-175,3.97E-174
chr9,100672488,100672888,peak_1904,126.5745561,-,100672488,100672888,0,1,400,0,C9orf156,165,978,2.466361293,3.39E-39,7.89E-39
chr9,130926069,130926144,peak_1905,26.82663119,+,130926069,130926144,0,1,75,0,C9orf16,159,576,1.286231738,7.84E-09,8.40E-09
chr9,140173899,140174049,peak_1906,29.58710299,+,140173899,140174049,0,1,150,0,C9orf167,16,200,2.981673829,1.11E-09,1.24E-09
chr9,140174074,140174174,peak_1907,31.5414422,+,140174074,140174174,0,1,100,0,C9orf167,22,232,2.758948427,2.80E-10,3.20E-10
chr9,140174199,140174549,peak_1908,161.6057756,+,140174199,140174549,0,1,350,0,C9orf167,294,1888,2.14302627,8.18E-50,2.25E-49
chr9,139740891,139741041,peak_1909,29.02621017,+,139740891,139741041,0,1,150,0,C9orf172,60,339,1.90802178,1.65E-09,1.83E-09
chr9,139741641,139741741,peak_1910,25.36017993,+,139741641,139741741,0,1,100,0,C9orf172,19,190,2.656056993,2.21E-08,2.32E-08
chr9,34610481,34611181,peak_1911,639.2660814,-,34610481,34611181,0,1,700,0,C9orf23,475,4963,2.998929087,3.64E-194,3.65E-193
chr9,97522097,97522822,peak_1912,153.0332649,+,97522097,97522822,0,1,725,0,C9orf3,57,856,3.822650197,3.24E-47,8.56E-47
chr9,97848997,97849472,peak_1913,317.9074352,+,97848997,97849472,0,1,475,0,C9orf3,209,2015,3.178975535,4.23E-97,2.00E-96
chr9,103207453,103213497,peak_1914,909.0686066,+,103207453,103213497,0,2,"66,659","0,5385","C9orf30,C9orf30-TMEFF1",625,5682,3.188674897,1.34E-275,2.20E-274
chr9,103204187,103204562,peak_1915,294.8889748,+,103204187,103204562,0,1,375,0,"C9orf30,C9orf30-TMEFF1,TMEFF1",740,3258,1.992676947,3.82E-90,1.70E-89
chr9,140510308,140513281,peak_1916,698.8710356,-,140510308,140513281,0,3,"343,258,299","0,2077,2674",C9orf37,705,6233,2.664697188,3.65E-212,4.16E-211
chr9,140510208,140510258,peak_1917,28.92215342,-,140510208,140510258,0,1,50,0,C9orf37,147,555,1.349620944,1.78E-09,1.97E-09
chr9,91610988,91615999,peak_1918,29.86777312,+,91610988,91615999,0,2,"69,31","0,4980","C9orf47,S1PR3",34,206,2.411633783,9.12E-10,1.02E-09
chr9,91616024,91616099,peak_1919,28.56294984,+,91616024,91616099,0,1,75,0,"C9orf47,S1PR3",49,286,2.027205448,2.30E-09,2.52E-09
chr9,91616124,91616849,peak_1920,468.1742267,+,91616124,91616849,0,1,725,0,"C9orf47,S1PR3",425,3781,2.796044235,1.67E-142,1.16E-141
chr9,91616999,91618074,peak_1921,968.6999815,+,91616999,91618074,0,1,1075,0,"C9orf47,S1PR3",559,6164,3.28015771,1.37E-293,2.47E-292
chr9,111782364,111795615,peak_1922,157.7186999,-,111782364,111795615,0,2,"421,29","0,13222",C9orf5,311,1446,2.179578375,1.23E-48,3.33E-48
chr9,86554301,86559726,peak_1923,169.3263402,-,86554301,86559726,0,2,"357,18","0,5407",C9orf64,144,1094,2.865543838,3.76E-52,1.07E-51
chr9,139007701,139008601,peak_1924,Inf,-,139007701,139008601,0,1,900,0,C9orf69,833,9374,2.957492338,0,0
chr9,139006751,139007251,peak_1925,464.263988,-,139006751,139007251,0,1,500,0,C9orf69,569,4166,2.505907527,2.55E-141,1.75E-140
chr9,136333829,136334479,peak_1926,107.6052957,+,136333829,136334479,0,1,650,0,C9orf7,62,825,3.161238316,1.92E-33,4.05E-33
chr9,27566697,27566872,peak_1927,54.32874533,-,27566697,27566872,0,1,175,0,C9orf72,111,467,2.084866685,3.04E-17,4.42E-17
chr9,132589813,132590238,peak_1928,693.6475665,-,132589813,132590238,0,1,425,0,C9orf78,557,4606,3.02123005,1.38E-210,1.55E-209
chr9,115449340,115478748,peak_1929,439.7527148,-,115449340,115478748,0,4,"573,91,103,8","0,2466,7070,29400",C9orf80,217,2394,3.492114819,6.48E-134,4.18E-133
chr9,26892682,26892757,peak_1930,26.31879333,-,26892682,26892757,0,1,75,0,C9orf82,71,354,1.713744546,1.12E-08,1.19E-08
chr9,26842257,26842557,peak_1931,243.1829906,-,26842257,26842557,0,1,300,0,C9orf82,462,2180,2.201946365,1.67E-74,6.23E-74
chr9,74526597,74526647,peak_1932,34.97024993,+,74526597,74526647,0,1,50,0,C9orf85,45,283,2.393883253,2.48E-11,2.97E-11
chr9,139726789,139728888,peak_1933,498.2625707,+,139726789,139728888,0,2,"33,717","0,1382",C9orf86,742,4182,2.401153751,1.37E-151,1.02E-150
chr9,139732053,139732452,peak_1934,91.664554,+,139732053,139732452,0,2,"61,139","0,260",C9orf86,427,1749,1.491862328,1.33E-28,2.55E-28
chr9,139733720,139733770,peak_1935,59.54529652,+,139733720,139733770,0,1,50,0,C9orf86,328,1245,1.380846552,7.78E-19,1.19E-18
chr9,139735024,139735424,peak_1936,217.3638835,+,139735024,139735424,0,1,400,0,C9orf86,582,3069,1.864347866,1.09E-66,3.69E-66
chr9,117405572,117406072,peak_1937,509.3519712,+,117405572,117406072,0,1,500,0,C9orf91,221,3028,3.666339766,6.16E-155,4.67E-154
chr9,117406147,117407072,peak_1938,457.0739633,+,117406147,117407072,0,1,925,0,C9orf91,395,3330,3.046549478,3.80E-139,2.55E-138
chrX,15800666,15800766,peak_1939,42.3930327,+,15800666,15800766,0,1,100,0,CA5B,180,573,1.56411402,1.33E-13,1.73E-13
chrX,15802616,15803541,peak_1940,313.9864958,+,15802616,15803541,0,1,925,0,CA5B,254,1904,2.967603138,6.48E-96,3.02E-95
chrX,15720930,15721230,peak_1941,70.73084822,+,15720930,15721230,0,1,300,0,CA5BP1,120,789,2.197782053,3.06E-22,5.10E-22
chr2,231683575,231683700,peak_1942,79.75234572,+,231683575,231683700,0,1,125,0,CAB39,301,1015,1.689213336,5.52E-25,9.82E-25
chr22,24562763,24563063,peak_1943,92.36225754,+,24562763,24563063,0,1,300,0,CABIN1,312,1468,1.698714929,8.16E-29,1.57E-28
chr22,24573780,24574490,peak_1944,92.91616308,+,24573780,24574490,0,2,"5,470","0,240",CABIN1,269,1331,1.780314528,5.53E-29,1.07E-28
chr18,20837294,20837744,peak_1945,231.4563542,+,20837294,20837744,0,1,450,0,CABLES1,166,1502,3.023545434,5.88E-71,2.11E-70
chr20,60965610,60965910,peak_1946,58.76257732,-,60965610,60965910,0,1,300,0,CABLES2,46,401,2.818480066,1.35E-18,2.05E-18
chr20,60965110,60965560,peak_1947,212.0005908,-,60965110,60965560,0,1,450,0,CABLES2,115,1256,3.331174983,4.55E-65,1.52E-64
chr20,60964035,60964910,peak_1948,345.8558957,-,60964035,60964910,0,1,875,0,CABLES2,168,2069,3.44610253,1.51E-105,7.71E-105
chr11,67226400,67226525,peak_1949,30.64520908,+,67226400,67226525,0,1,125,0,CABP4,24,198,2.696501581,5.26E-10,5.95E-10
